% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.128873919e+06 +1.128873919e+06 +1.128909819e+06 +1.128909819e+06 +2.1501e+00 -2.2603e+00 -4.1513e+00 -1.3979e+00 -3.2284e-01 +3.2338e+00 -2.6647e+00 -1.3553e+00 -7.5509e-01 -4.3194e+00
2 +1.227136694e+05 +1.227136694e+05 +1.227495694e+05 +1.227495694e+05 +2.8151e+00 +2.2724e+00 +3.3646e+00 -4.7587e+00 -1.5735e+00 +6.1698e-02 +3.8304e+00 -2.6832e+00 +1.4543e+00 +1.6842e+00
31 +4.767999782e+03 +4.767999782e+03 +4.803899782e+03 +4.803899782e+03 +3.5408e+00 +4.1740e+00 +1.1055e+00 +2.5619e+00 +2.1502e+00 -3.8893e+00 -2.2718e+00 +4.6524e+00 -6.1515e-01 +4.6630e+00
126 +3.786493468e+03 +3.786493468e+03 +3.822393468e+03 +3.822393468e+03 +3.4790e+00 +4.1359e+00 +1.7175e+00 +2.4584e+00 +2.1523e+00 -3.7756e+00 -2.2712e+00 +4.5861e+00 -5.1270e-01 +4.6259e+00
164 +1.971635736e+03 +1.971635736e+03 +2.007535736e+03 +2.007535736e+03 +3.2006e+00 +3.9465e+00 +1.5474e+00 +1.7992e+00 +2.2739e+00 -3.4924e+00 -2.0207e+00 +4.4583e+00 -5.9345e-01 +4.6553e+00
196 +2.673151314e+02 +2.673151314e+02 +3.032151314e+02 +3.032151314e+02 +3.5375e+00 +4.1334e+00 +1.5472e+00 +1.8033e+00 +2.2041e+00 -3.5734e+00 -2.1303e+00 +4.3577e+00 -1.1637e+00 +4.5557e+00
204 +2.205830747e+02 +2.205830747e+02 +2.564830747e+02 +2.564830747e+02 +3.5375e+00 +4.1334e+00 +1.5472e+00 +1.8033e+00 +2.2041e+00 -3.7051e+00 -2.1303e+00 +4.3577e+00 -1.1637e+00 +4.5557e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.132328132e+06 +1.132328132e+06 +1.132359502e+06 +1.132359502e+06 -4.9557e+00 +1.4649e+00 +4.1265e+00 -3.0726e+00 -4.2838e+00 +4.5147e+00 -4.2972e+00 +1.4062e+00 -2.3993e+00 +1.2074e+00
2 +5.505735711e+05 +5.505735711e+05 +5.506049411e+05 +5.506049411e+05 +2.7937e+00 +3.1441e+00 +4.2082e+00 +1.5155e+00 -4.9924e+00 +1.2031e+00 +1.6875e+00 -4.9756e-01 -1.9131e+00 +3.4970e+00
