% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.974685073e+02 +2.974685073e+02 -1.646214927e+02 -1.646214927e+02 -3.0989e+00 +4.5780e+00 -2.8907e+00
2 +1.940173997e+02 +1.940173997e+02 -2.680726003e+02 -2.680726003e+02 -2.1154e+00 -5.6848e-01 +4.9053e+00
3 +1.406411200e+02 +1.406411200e+02 -3.214488800e+02 -3.214488800e+02 -3.3325e+00 +4.5833e-01 -8.8567e-01
10 +9.642126473e+01 +9.642126473e+01 -3.656687353e+02 -3.656687353e+02 -4.4997e+00 +9.9645e-01 +4.0849e+00
15 +6.191780724e+01 +6.191780724e+01 -4.001721928e+02 -4.001721928e+02 +1.4812e+00 -3.8251e-01 +2.5549e+00
33 +2.338336368e+01 +2.338336368e+01 -4.387066363e+02 -4.387066363e+02 -1.5542e+00 +4.0511e+00 +1.8944e+00
90 +1.455779148e+01 +1.455779148e+01 -4.475322085e+02 -4.475322085e+02 -2.5940e+00 +2.8858e+00 +2.5460e+00
154 +4.350461182e+00 +4.350461182e+00 -4.577395388e+02 -4.577395388e+02 -2.3336e+00 +2.8858e+00 +2.5460e+00
271 +2.758682197e+00 +2.758682197e+00 -4.593313178e+02 -4.593313178e+02 -2.2949e+00 +2.8621e+00 +2.5733e+00
359 +2.251743085e+00 +2.251743085e+00 -4.598382569e+02 -4.598382569e+02 -2.3100e+00 +2.8481e+00 +2.5627e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.852251075e+01 +6.852251075e+01 +1.461825107e+02 +1.461825107e+02 +4.7150e+00 -4.2986e+00 -6.7062e-01
9 +3.380608139e+01 +3.380608139e+01 +1.114660814e+02 +1.114660814e+02 +4.0239e-02 -7.7968e-02 -1.9521e+00
48 +1.326990025e+01 +1.326990025e+01 +9.092990025e+01 +9.092990025e+01 +2.3940e+00 -2.1336e-01 -5.7485e-01
101 +7.709391351e+00 +7.709391351e+00 +8.536939135e+01 +8.536939135e+01 +2.4409e+00 -2.5199e-01 -9.6021e-01
151 +2.270314417e+00 +2.270314417e+00 +7.993031442e+01 +7.993031442e+01 +2.3232e+00 -8.3308e-01 -9.1988e-01
382 +1.498345805e+00 +1.498345805e+00 +7.915834581e+01 +7.915834581e+01 +2.3507e+00 -8.5197e-01 -9.1423e-01
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.012454419e+02 +1.012454419e+02 +2.169254419e+02 +2.169254419e+02 -4.5605e+00 -1.9190e+00 +2.1021e+00
2 +3.932484452e+01 +3.932484452e+01 +1.550048445e+02 +1.550048445e+02 -1.1801e+00 -1.9615e-01 -5.9976e-01
51 +2.324231778e+01 +2.324231778e+01 +1.389223178e+02 +1.389223178e+02 -1.3999e+00 -1.0415e+00 +1.2231e+00
156 +6.429827705e+00 +6.429827705e+00 +1.221098277e+02 +1.221098277e+02 -2.1410e+00 -4.7904e-01 +2.8403e-01
194 +6.067567513e+00 +6.067567513e+00 +1.217475675e+02 +1.217475675e+02 -2.0872e+00 -1.0366e+00 +2.8700e-01
264 +3.515598779e+00 +3.515598779e+00 +1.191955988e+02 +1.191955988e+02 -2.2547e+00 -9.8164e-01 +2.8700e-01
393 +1.371580096e+00 +1.371580096e+00 +1.170515801e+02 +1.170515801e+02 -2.1506e+00 -9.7880e-01 +6.2453e-01
536 +9.997392477e-01 +9.997392477e-01 +1.166797392e+02 +1.166797392e+02 -2.1794e+00 -9.8049e-01 +6.0470e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.210874308e+02 +1.210874308e+02 +1.173774308e+02 +1.173774308e+02 +3.6639e+00 -3.0073e+00 +3.9674e+00
2 +8.346645223e+01 +8.346645223e+01 +7.975645223e+01 +7.975645223e+01 -3.2359e+00 -3.8269e+00 +2.9766e+00
7 +2.055353706e+01 +2.055353706e+01 +1.684353706e+01 +1.684353706e+01 +2.1483e+00 -4.6138e+00 +1.4454e+00
42 +1.580204495e+01 +1.580204495e+01 +1.209204495e+01 +1.209204495e+01 +2.0844e+00 -3.8655e+00 +2.4439e+00
84 +7.671754462e+00 +7.671754462e+00 +3.961754462e+00 +3.961754462e+00 +2.1634e+00 -1.7467e+00 +1.5157e+00
124 +4.210788046e+00 +4.210788046e+00 +5.007880456e-01 +5.007880456e-01 +2.1902e+00 -2.2599e+00 +1.4720e+00
184 +2.899429882e+00 +2.899429882e+00 -8.105701176e-01 -8.105701176e-01 +2.0915e+00 -2.3225e+00 +1.4703e+00
210 +2.215265447e+00 +2.215265447e+00 -1.494734553e+00 -1.494734553e+00 +2.1280e+00 -2.3115e+00 +1.4692e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.280535740e+02 +6.280535740e+02 +7.602335740e+02 +7.602335740e+02 +2.3298e-01 +4.0554e+00 -4.2677e+00
2 +1.050159498e+02 +1.050159498e+02 +2.371959498e+02 +2.371959498e+02 -4.3133e+00 -2.7868e+00 +4.4378e+00
4 +5.614682892e+01 +5.614682892e+01 +1.883268289e+02 +1.883268289e+02 -1.8243e+00 -1.8147e+00 +2.4924e+00
21 +2.924980967e+01 +2.924980967e+01 +1.614298097e+02 +1.614298097e+02 -4.8604e+00 +7.5298e-01 +4.2937e+00
45 +1.696070939e+01 +1.696070939e+01 +1.491407094e+02 +1.491407094e+02 -4.7214e+00 +1.0023e+00 +2.8564e+00
56 +1.155316671e+01 +1.155316671e+01 +1.437331667e+02 +1.437331667e+02 -3.5946e+00 +1.4388e+00 +4.1254e+00
120 +7.035102260e+00 +7.035102260e+00 +1.392151023e+02 +1.392151023e+02 -3.8212e+00 +1.4388e+00 +4.1254e+00
133 +4.493591420e+00 +4.493591420e+00 +1.366735914e+02 +1.366735914e+02 -3.8094e+00 +8.1518e-01 +3.8000e+00
180 +2.111549290e+00 +2.111549290e+00 +1.342915493e+02 +1.342915493e+02 -3.7641e+00 +9.0299e-01 +3.8312e+00
% function evaluation | noise-free fitness - Fopt (-3.578000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.222704009e+01 +5.222704009e+01 +1.644704009e+01 +1.644704009e+01 -1.7124e+00 -2.2241e+00 +4.2683e+00
14 +3.803216635e+01 +3.803216635e+01 +2.252166347e+00 +2.252166347e+00 +3.3860e+00 -2.6368e+00 +2.0205e+00
53 +2.175531408e+01 +2.175531408e+01 -1.402468592e+01 -1.402468592e+01 +2.9349e+00 -2.6008e+00 +2.1045e+00
57 +1.560179130e+01 +1.560179130e+01 -2.017820870e+01 -2.017820870e+01 +1.1794e+00 -2.4310e+00 +3.2559e+00
91 +7.434772724e+00 +7.434772724e+00 -2.834522728e+01 -2.834522728e+01 +1.1794e+00 -2.5917e+00 +3.2559e+00
188 +4.130819519e+00 +4.130819519e+00 -3.164918048e+01 -3.164918048e+01 +1.1893e+00 -2.6270e+00 +3.1777e+00
211 +3.597074882e+00 +3.597074882e+00 -3.218292512e+01 -3.218292512e+01 +1.1865e+00 -2.6148e+00 +2.8091e+00
325 +2.318843606e+00 +2.318843606e+00 -3.346115639e+01 -3.346115639e+01 +1.1607e+00 -2.6060e+00 +2.8417e+00
% function evaluation | noise-free fitness - Fopt (-3.774000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.203920861e+02 +1.203920861e+02 +8.265208608e+01 +8.265208608e+01 +3.5475e+00 -1.9893e+00 -3.3957e+00
10 +5.633266895e+01 +5.633266895e+01 +1.859266895e+01 +1.859266895e+01 +1.2633e+00 -6.3325e-01 -5.1121e-02
49 +3.708784769e+01 +3.708784769e+01 -6.521523122e-01 -6.521523122e-01 +1.5125e+00 +2.9015e-01 +7.9592e-01
176 +2.265588096e+01 +2.265588096e+01 -1.508411904e+01 -1.508411904e+01 -4.0081e-01 -2.4419e-01 -5.7815e-01
1289 +1.063138893e+01 +1.063138893e+01 -2.710861107e+01 -2.710861107e+01 +4.4135e-01 -3.5048e-01 -2.4319e-01
2486 +9.962859368e+00 +9.962859368e+00 -2.777714063e+01 -2.777714063e+01 +5.0217e-01 -3.5044e-01 -2.4320e-01
% function evaluation | noise-free fitness - Fopt (1.330200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.978913869e+01 +7.978913869e+01 +2.128091387e+02 +2.128091387e+02 +3.3401e+00 -1.9678e+00 +7.3213e-01
2 +5.606748489e+01 +5.606748489e+01 +1.890874849e+02 +1.890874849e+02 -9.2858e-01 -2.0725e+00 +2.0190e+00
14 +3.942916038e+01 +3.942916038e+01 +1.724491604e+02 +1.724491604e+02 -2.2481e+00 -1.5542e+00 +4.1686e-01
61 +2.016117485e+01 +2.016117485e+01 +1.531811749e+02 +1.531811749e+02 -2.4525e+00 -3.0551e+00 +1.4928e+00
