% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.368195444e+02 +2.368195444e+02 -2.252704556e+02 -2.252704556e+02 -3.3693e+00 -1.3937e-01 -4.6435e+00 +2.1286e+00 +4.4582e-01
3 +1.277653790e+02 +1.277653790e+02 -3.343246210e+02 -3.343246210e+02 -1.4622e+00 +3.2345e+00 +5.5569e-01 +2.5279e+00 +2.1087e-01
7 +8.905469696e+01 +8.905469696e+01 -3.730353030e+02 -3.730353030e+02 +4.3345e+00 +9.0199e-01 +1.4535e+00 -5.4215e-01 +2.0195e+00
92 +2.583998009e+01 +2.583998009e+01 -4.362500199e+02 -4.362500199e+02 -1.3718e+00 +2.8748e+00 +2.9841e+00 +3.2838e-01 +1.5823e+00
122 +2.134810286e+01 +2.134810286e+01 -4.407418971e+02 -4.407418971e+02 -1.2390e+00 +2.2343e+00 +1.1181e+00 +2.5558e-01 +1.6211e+00
270 +1.254917620e+01 +1.254917620e+01 -4.495408238e+02 -4.495408238e+02 -1.3023e+00 +2.3025e+00 +2.2860e+00 +2.6507e-01 +1.5917e+00
337 +9.869766071e+00 +9.869766071e+00 -4.522202339e+02 -4.522202339e+02 -1.2698e+00 +2.3018e+00 +2.2126e+00 +3.1085e-01 +1.6001e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.904580874e+02 +3.904580874e+02 +4.681180874e+02 +4.681180874e+02 -4.7570e+00 -4.4567e+00 -4.2028e+00 -1.2004e+00 +3.8777e-02
3 +8.557867455e+01 +8.557867455e+01 +1.632386745e+02 +1.632386745e+02 -7.9134e-01 -4.8485e+00 +4.0886e-01 +3.4836e+00 -2.1525e+00
45 +6.004669973e+01 +6.004669973e+01 +1.377066997e+02 +1.377066997e+02 -1.8299e-01 -6.6930e-01 -1.5124e+00 +3.7945e+00 -2.1607e+00
95 +2.829626161e+01 +2.829626161e+01 +1.059562616e+02 +1.059562616e+02 +2.5443e+00 -1.6943e+00 -1.4975e+00 +2.8778e+00 -2.7488e+00
122 +1.182929953e+01 +1.182929953e+01 +8.948929953e+01 +8.948929953e+01 +1.4440e+00 -1.5815e+00 -1.7889e+00 +3.3925e+00 -2.4832e+00
282 +9.027508390e+00 +9.027508390e+00 +8.668750839e+01 +8.668750839e+01 +1.4810e+00 -1.6214e+00 -1.7775e+00 +3.3109e+00 -2.4834e+00
399 +6.172866436e+00 +6.172866436e+00 +8.383286644e+01 +8.383286644e+01 +1.3991e+00 -1.6369e+00 -1.7781e+00 +3.3161e+00 -2.4826e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.317610022e+02 +2.317610022e+02 +3.474410022e+02 +3.474410022e+02 +1.9382e+00 -4.0593e+00 +7.6177e-01 -9.3725e-01 -1.4683e+00
18 +1.083655021e+02 +1.083655021e+02 +2.240455021e+02 +2.240455021e+02 -3.5787e+00 -4.6518e+00 +2.7458e+00 +3.1853e+00 -3.2772e+00
23 +7.146263279e+01 +7.146263279e+01 +1.871426328e+02 +1.871426328e+02 +5.8048e-01 -1.0199e+00 -2.2483e+00 +2.6085e+00 -3.7493e+00
63 +4.265265464e+01 +4.265265464e+01 +1.583326546e+02 +1.583326546e+02 +7.1910e-01 -1.8708e+00 -3.6226e-01 +2.8098e+00 -3.1479e+00
101 +3.769032889e+01 +3.769032889e+01 +1.533703289e+02 +1.533703289e+02 +7.7543e-01 -2.2644e+00 -2.3667e-01 +3.1265e+00 -2.6043e+00
166 +2.222234608e+01 +2.222234608e+01 +1.379023461e+02 +1.379023461e+02 -2.1913e-01 -1.8104e+00 -4.5586e-01 +2.7740e+00 -3.2631e+00
