% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.048938052e+03 +2.048938052e+03 +2.078908052e+03 +2.078908052e+03 +6.4643e-01 -2.6943e+00 +8.9078e-01 -1.6626e+00 -3.0080e+00 +1.0056e+00 +4.0871e+00 -1.3872e+00 +2.0896e+00 +2.7887e+00
33 +1.344770201e+03 +1.344770201e+03 +1.374740201e+03 +1.374740201e+03 -4.7270e+00 -3.4836e+00 -4.0545e+00 -1.2171e+00 -3.9346e+00 +7.3755e-01 -5.9133e-01 -1.4241e+00 +2.7559e+00 -3.8732e+00
43 +9.555923973e+02 +9.555923973e+02 +9.855623973e+02 +9.855623973e+02 -1.7020e+00 -2.2712e+00 -3.8980e+00 +3.0545e-01 +3.6812e-01 +2.2879e+00 -5.5050e-02 -1.1982e+00 +2.3564e+00 -3.7707e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.651966315e+03 +2.651966315e+03 +2.600256315e+03 +2.600256315e+03 -3.5951e+00 -2.9290e+00 -1.1254e+00 -6.4831e-01 -3.1676e+00 +3.7872e+00 -2.0079e+00 +6.1711e-01 -1.8025e+00 -2.0679e+00
4 +2.379791048e+03 +2.379791048e+03 +2.328081048e+03 +2.328081048e+03 +1.6627e+00 -4.1891e-01 +3.1295e+00 -9.6350e-01 +1.5658e-01 -9.6972e-01 -1.6000e+00 -2.6858e+00 +2.6602e+00 +3.9292e+00
12 +1.541823550e+03 +1.541823550e+03 +1.490113550e+03 +1.490113550e+03 +7.3322e-01 -3.3169e+00 -4.1839e+00 +5.2415e-01 +3.2715e+00 -3.8293e-01 -4.2749e+00 +9.1138e-01 -4.0186e+00 -3.1744e+00
45 +7.808600690e+02 +7.808600690e+02 +7.291500690e+02 +7.291500690e+02 +1.3237e+00 +3.8522e+00 -2.2352e+00 -8.0143e-01 +1.9468e+00 -1.4218e+00 -3.6625e+00 +9.0272e-01 -3.6257e+00 +1.9685e+00
224 +6.291974816e+02 +6.291974816e+02 +5.774874816e+02 +5.774874816e+02 +1.2659e+00 +3.5545e+00 -2.2863e+00 -7.1491e-01 +1.5567e+00 -8.9538e-01 -3.4431e+00 +2.3240e+00 -3.3816e+00 +1.4131e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.097959573e+03 +2.097959573e+03 +1.818009573e+03 +1.818009573e+03 -2.5661e+00 +3.6229e+00 +3.3256e+00 -2.8189e+00 -5.2469e-01 -2.7578e+00 +4.6762e+00 -2.9790e+00 -1.0063e-01 -4.5346e+00
7 +1.386135670e+03 +1.386135670e+03 +1.106185670e+03 +1.106185670e+03 +1.1717e+00 -4.7883e+00 +1.4113e+00 -2.3241e+00 -3.2558e+00 -7.4869e-01 -3.8018e+00 -1.3442e+00 -2.7985e+00 -2.9609e+00
41 +9.878719770e+02 +9.878719770e+02 +7.079219770e+02 +7.079219770e+02 -4.9355e-01 -9.2526e-01 +2.3701e+00 -2.3899e+00 -8.8967e-01 -8.8346e-01 -2.8397e+00 -2.6194e+00 -3.8249e-01 -3.1748e+00
87 +6.271472635e+02 +6.271472635e+02 +3.471972635e+02 +3.471972635e+02 -1.8870e+00 -3.9994e+00 +1.2253e+00 -1.8011e+00 -3.7672e+00 -1.2176e+00 -1.6044e+00 -1.7866e-02 +9.6508e-02 -3.6706e+00
% function evaluation | noise-free fitness - Fopt (9.319900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.764018283e+03 +1.764018283e+03 +2.696008283e+03 +2.696008283e+03 -2.5639e+00 -6.5267e-02 +1.4753e-01 -4.4016e+00 -5.2366e-01 +3.3375e+00 -3.7486e+00 -1.7764e+00 -6.9778e-01 +2.8802e+00
5 +1.555334499e+03 +1.555334499e+03 +2.487324499e+03 +2.487324499e+03 -2.5208e+00 +1.2029e+00 -1.9527e-01 -3.6829e+00 +4.9273e+00 +1.5741e+00 -1.4168e-01 -3.4150e+00 +2.4497e+00 +3.1444e+00
45 +9.314876326e+02 +9.314876326e+02 +1.863477633e+03 +1.863477633e+03 -1.3070e+00 +9.9545e-01 +1.2920e+00 -4.3018e+00 +4.6732e+00 -1.7695e+00 +1.3827e+00 -3.4940e+00 +1.0600e+00 -1.7292e+00
179 +5.889913877e+02 +5.889913877e+02 +1.520981388e+03 +1.520981388e+03 +9.9758e-01 -7.6709e-01 +2.2350e+00 -4.9696e-01 +1.6870e+00 -2.7385e+00 +2.1634e+00 -2.9169e+00 +9.9223e-01 +1.4014e+00
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.893325549e+03 +2.893325549e+03 +3.006635549e+03 +3.006635549e+03 -2.7101e+00 -1.7525e+00 -8.9563e-01 -2.0454e+00 -2.9511e+00 -3.0427e+00 -7.5787e-01 +4.6010e+00 -2.7960e+00 +2.9068e+00
2 +2.226945900e+03 +2.226945900e+03 +2.340255900e+03 +2.340255900e+03 -7.1282e-01 -1.2033e+00 -3.3958e+00 -1.0727e+00 -3.3619e+00 -3.8767e-01 +3.1279e+00 +1.2157e-01 +9.2978e-01 +4.9434e+00
3 +1.313078607e+03 +1.313078607e+03 +1.426388607e+03 +1.426388607e+03 +3.0861e+00 -2.1798e+00 -2.4200e+00 -7.0090e-01 +4.2328e+00 -3.1165e+00 -3.5919e+00 -2.0348e-02 +3.1369e+00 -3.9971e+00
11 +8.365184333e+02 +8.365184333e+02 +9.498284333e+02 +9.498284333e+02 +1.5714e+00 +5.1182e-01 -1.1832e+00 -2.3960e-01 +4.2560e+00 -2.9783e+00 -8.7697e-01 -3.2908e+00 +2.9265e+00 +1.2121e+00
70 +6.036917182e+02 +6.036917182e+02 +7.170017182e+02 +7.170017182e+02 +1.3083e+00 +1.1963e-01 -1.3316e+00 -3.2467e-01 +3.9308e+00 +8.5689e-01 -8.6309e-01 -6.2499e-01 +2.4885e+00 -3.2984e-01
