% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.859896657e+07 +2.859896657e+07 +2.859875669e+07 +2.859875669e+07
2 +2.449147822e+07 +2.449147822e+07 +2.449126834e+07 +2.449126834e+07
4 +1.416883905e+07 +1.416883905e+07 +1.416862917e+07 +1.416862917e+07
22 +8.601502916e+06 +8.601502916e+06 +8.601293036e+06 +8.601293036e+06
42 +5.601266688e+06 +5.601266688e+06 +5.601056808e+06 +5.601056808e+06
81 +3.053923554e+06 +3.053923554e+06 +3.053713674e+06 +3.053713674e+06
205 +2.416382586e+06 +2.416382586e+06 +2.416172706e+06 +2.416172706e+06
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.158803452e+07 +8.158803452e+07 +8.158794243e+07 +8.158794243e+07
2 +3.339790907e+07 +3.339790907e+07 +3.339781698e+07 +3.339781698e+07
4 +1.205175332e+07 +1.205175332e+07 +1.205166123e+07 +1.205166123e+07
35 +7.959097660e+06 +7.959097660e+06 +7.959005570e+06 +7.959005570e+06
82 +5.651467604e+06 +5.651467604e+06 +5.651375514e+06 +5.651375514e+06
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.984124476e+07 +3.984124476e+07 +3.984115687e+07 +3.984115687e+07
2 +3.456312096e+07 +3.456312096e+07 +3.456303307e+07 +3.456303307e+07
3 +1.901888441e+07 +1.901888441e+07 +1.901879652e+07 +1.901879652e+07
43 +1.428572091e+07 +1.428572091e+07 +1.428563302e+07 +1.428563302e+07
56 +8.532428639e+06 +8.532428639e+06 +8.532340749e+06 +8.532340749e+06
141 +4.014570170e+06 +4.014570170e+06 +4.014482280e+06 +4.014482280e+06
192 +3.972999756e+06 +3.972999756e+06 +3.972911866e+06 +3.972911866e+06
