% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.051432036e+07 +3.051432036e+07 +3.051411048e+07 +3.051411048e+07 +4.4053e+00 +1.9797e+00 -2.7415e+00 -2.4942e+00 -4.8590e+00 +2.4834e+00 +4.5569e+00 +3.6524e+00 -4.0652e-01 -3.0979e+00
4 +1.359677866e+07 +1.359677866e+07 +1.359656878e+07 +1.359656878e+07 -2.8097e+00 +1.4792e+00 -6.3079e-01 +3.0628e+00 +1.8792e+00 +3.6065e+00 +1.9305e-01 -3.5573e+00 -3.9886e+00 -7.8928e-01
5 +6.674929193e+06 +6.674929193e+06 +6.674719313e+06 +6.674719313e+06 -3.0564e+00 -4.5045e+00 -2.4220e+00 -4.9379e+00 -4.2857e+00 -3.5719e+00 -2.4575e+00 +4.4616e+00 -1.1063e+00 +4.8173e+00
9 +1.449410104e+06 +1.449410104e+06 +1.449200224e+06 +1.449200224e+06 +7.5047e-01 +5.9671e-01 +4.8237e+00 +5.0899e-01 +3.0263e+00 +7.0454e-01 -1.6424e+00 -4.9650e+00 -3.5217e-01 +2.9159e+00
50 +7.784230509e+05 +7.784230509e+05 +7.782131709e+05 +7.782131709e+05 +4.0263e+00 +1.4442e+00 -9.6093e-01 +4.7941e+00 +1.1513e+00 +1.0814e+00 +1.3341e-01 -3.3401e+00 -1.2959e-01 +2.8210e+00
70 +6.127513988e+05 +6.127513988e+05 +6.125415188e+05 +6.125415188e+05 +2.7527e+00 -1.5064e+00 -1.6139e+00 +2.4685e-01 -9.4389e-02 -4.7207e-01 +2.1017e+00 -8.4368e-01 -1.3600e+00 +1.8010e+00
98 +3.373617418e+05 +3.373617418e+05 +3.371518618e+05 +3.371518618e+05 +1.7566e+00 -4.4932e-02 -1.6558e+00 +1.2488e+00 -2.9888e-01 -1.6840e+00 +2.5526e+00 -1.8191e+00 -1.0576e+00 +2.9908e+00
123 +5.784158786e+04 +5.784158786e+04 +5.763170786e+04 +5.763170786e+04 +2.3851e+00 +7.4089e-01 -3.0254e+00 +1.3661e+00 -5.3772e-02 -1.5613e+00 +2.5456e+00 +1.8168e-01 -1.1422e+00 +2.7057e+00
228 +3.799501738e+04 +3.799501738e+04 +3.778513738e+04 +3.778513738e+04 +2.0606e+00 -9.1227e-01 -1.7663e+00 +1.1979e+00 +1.9023e-01 -1.3647e+00 +2.3527e+00 -1.1969e-01 -1.1030e+00 +2.6188e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.294503350e+07 +1.294503350e+07 +1.294494141e+07 +1.294494141e+07 -2.1998e+00 +2.3793e-01 +4.9302e+00 -4.2077e+00 +2.6515e+00 -8.0685e-01 -1.9987e+00 +1.3261e+00 +4.6218e+00 +4.7694e+00
2 +7.510195989e+06 +7.510195989e+06 +7.510103899e+06 +7.510103899e+06 +4.2829e+00 +3.8682e+00 -3.4115e-01 +3.3781e+00 +4.8164e+00 -1.6303e+00 +2.1357e+00 -1.9389e+00 +2.0463e+00 +4.1062e+00
6 +5.818191733e+06 +5.818191733e+06 +5.818099643e+06 +5.818099643e+06 +4.9548e+00 -3.4904e+00 -2.5309e+00 +1.6474e+00 +4.0003e+00 -2.7780e+00 -4.6721e+00 +3.3888e+00 +1.1911e+00 -6.4626e-01
10 +2.581041018e+06 +2.581041018e+06 +2.580948928e+06 +2.580948928e+06 +6.4525e-01 +1.5503e+00 +3.2272e+00 -1.4647e+00 +4.0136e+00 +1.4329e+00 +4.5808e-01 -2.5273e+00 -2.4488e+00 +1.1726e+00
16 +8.780771359e+05 +8.780771359e+05 +8.779850459e+05 +8.779850459e+05 +6.6937e-02 -4.0214e+00 -3.5940e+00 +1.0926e-02 +3.2576e+00 +4.3503e+00 -1.4412e-01 +1.7231e+00 -7.3162e-01 +1.0197e+00
