% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.795702170e+02 +3.795702170e+02 -8.251978302e+01 -8.251978302e+01 +3.4607e+00 -2.4222e+00
3 +5.993027260e+01 +5.993027260e+01 -4.021597274e+02 -4.021597274e+02 +1.8037e+00 +3.8287e+00
5 +2.860049307e+01 +2.860049307e+01 -4.334895069e+02 -4.334895069e+02 +1.4921e+00 +1.0807e+00
24 +2.051778331e+01 +2.051778331e+01 -4.415722167e+02 -4.415722167e+02 +1.4335e+00 +1.7424e+00
53 +5.225440007e+00 +5.225440007e+00 -4.568645600e+02 -4.568645600e+02 +1.3624e+00 +1.6037e+00
4332 +1.082097524e+00 +1.082097524e+00 -4.610079025e+02 -4.610079025e+02 +2.3318e+00 +1.9848e+00
7809 +9.376634789e-01 +9.376634789e-01 -4.611523365e+02 -4.611523365e+02 +2.3226e+00 +2.2788e+00
8619 +1.810749128e-01 +1.810749128e-01 -4.619089251e+02 -4.619089251e+02 +2.3241e+00 +2.2914e+00
8961 +5.299452098e-04 +5.299452098e-04 -4.620894701e+02 -4.620894701e+02 +2.3397e+00 +2.3004e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.074744249e+02 +1.074744249e+02 +1.851344249e+02 +1.851344249e+02 +4.3056e-01 -4.0082e+00
5 +5.547890857e+01 +5.547890857e+01 +1.331389086e+02 +1.331389086e+02 +1.6006e+00 +1.1239e+00
13 +3.972713216e+01 +3.972713216e+01 +1.173871322e+02 +1.173871322e+02 -2.6421e-01 -1.3242e-01
14 +2.221686101e+01 +2.221686101e+01 +9.987686101e+01 +9.987686101e+01 -7.7607e-01 -1.0977e+00
16 +1.396508550e+01 +1.396508550e+01 +9.162508550e+01 +9.162508550e+01 +1.3186e+00 +9.8732e-02
231 +6.453072606e+00 +6.453072606e+00 +8.411307261e+01 +8.411307261e+01 +1.3179e+00 -5.1453e-01
747 +3.398773325e+00 +3.398773325e+00 +8.105877333e+01 +8.105877333e+01 +1.4337e+00 -1.1458e+00
3922 +2.026279234e+00 +2.026279234e+00 +7.968627923e+01 +7.968627923e+01 +2.3699e+00 -5.6957e-01
4113 +1.503947200e+00 +1.503947200e+00 +7.916394720e+01 +7.916394720e+01 +2.3541e+00 -5.4418e-01
5819 +4.571756527e-01 +4.571756527e-01 +7.811717565e+01 +7.811717565e+01 +2.3802e+00 -8.4210e-01
8138 +3.969666035e-02 +3.969666035e-02 +7.769969666e+01 +7.769969666e+01 +2.3846e+00 -8.5545e-01
