% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.520269508e+02 +1.520269508e+02 +1.350869508e+02 +1.350869508e+02 -3.4470e+00 -2.8233e+00 +4.6962e+00 +1.7671e+00 -4.0002e+00
3 +4.978132298e+01 +4.978132298e+01 +3.284132298e+01 +3.284132298e+01 +4.7480e+00 -1.3018e+00 +2.0172e+00 -2.6368e-01 +1.0616e+00
33 +3.096856587e+01 +3.096856587e+01 +1.402856587e+01 +1.402856587e+01 +3.0619e+00 +3.4328e+00 +5.8463e-01 +2.7410e+00 +3.3400e+00
89 +2.169446280e+01 +2.169446280e+01 +4.754462801e+00 +4.754462801e+00 +1.3654e+00 +1.8081e+00 -1.9026e+00 +9.8652e-01 -5.4452e-02
97 +7.505813995e+00 +7.505813995e+00 -9.434186005e+00 -9.434186005e+00 +3.0323e+00 +1.9035e+00 -1.4651e+00 +1.6823e+00 +1.9862e+00
165 +5.811361960e+00 +5.811361960e+00 -1.112863804e+01 -1.112863804e+01 +3.0323e+00 +1.8813e+00 -1.5131e+00 +1.6823e+00 +1.9862e+00
362 +3.588218823e+00 +3.588218823e+00 -1.335178118e+01 -1.335178118e+01 +2.9298e+00 +1.8636e+00 -1.6337e+00 +1.3846e+00 +1.2694e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.557613423e+01 +6.557613423e+01 +8.438613423e+01 +8.438613423e+01 +2.2837e+00 -3.8232e+00 +1.4347e+00 -1.5573e+00 +3.7921e+00
4 +2.797849247e+01 +2.797849247e+01 +4.678849247e+01 +4.678849247e+01 +7.3567e-01 +4.2614e+00 +9.0248e-01 +9.0535e-01 -2.2370e+00
39 +2.462997566e+01 +2.462997566e+01 +4.343997566e+01 +4.343997566e+01 -1.9047e+00 -2.5797e+00 -2.1428e+00 +6.2421e-01 +3.8137e+00
47 +8.956957879e+00 +8.956957879e+00 +2.776695788e+01 +2.776695788e+01 -1.1771e+00 +1.6512e+00 -4.4247e-01 -9.6841e-02 +2.6987e+00
244 +6.207514956e+00 +6.207514956e+00 +2.501751496e+01 +2.501751496e+01 -9.4752e-01 +1.6494e+00 -5.2626e-01 +1.9401e-01 +2.0617e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.406405073e+01 +9.406405073e+01 +3.672140507e+02 +3.672140507e+02 +4.4754e+00 -2.4797e+00 +2.6716e+00 +4.8439e+00 -2.3717e+00
2 +4.527099621e+01 +4.527099621e+01 +3.184209962e+02 +3.184209962e+02 -3.9428e-01 +2.6382e+00 +2.0538e+00 +1.0880e+00 +2.5258e+00
12 +3.297690883e+01 +3.297690883e+01 +3.061269088e+02 +3.061269088e+02 +4.5385e+00 +4.5997e+00 +2.9650e+00 +6.8186e-01 -8.8334e-01
25 +1.584395587e+01 +1.584395587e+01 +2.889939559e+02 +2.889939559e+02 -2.4846e+00 +3.2596e+00 -4.3908e+00 +5.8814e-01 +1.3026e+00
247 +9.916896099e+00 +9.916896099e+00 +2.830668961e+02 +2.830668961e+02 -2.3733e+00 +3.0577e+00 -3.9326e+00 +9.8735e-01 +1.7626e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.088056013e+01 +6.088056013e+01 +9.806056013e+01 +9.806056013e+01 +1.2583e+00 -4.7718e+00 +7.2225e-02 +2.3515e+00 -3.7305e+00
41 +3.725115819e+01 +3.725115819e+01 +7.443115819e+01 +7.443115819e+01 -6.7234e-01 -1.5831e+00 +3.4326e-01 +3.1539e-01 -3.5200e+00
82 +1.541598599e+01 +1.541598599e+01 +5.259598599e+01 +5.259598599e+01 -2.1738e+00 +2.4577e+00 +2.8752e+00 +6.2306e-01 -2.3923e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.998101407e+01 +4.998101407e+01 -9.791898593e+01 -9.791898593e+01 +1.1884e+00 -1.0937e+00 -4.6558e-01 -2.2897e+00 -8.5080e-01
6 +1.944926330e+01 +1.944926330e+01 -1.284507367e+02 -1.284507367e+02 -2.2055e+00 +1.8309e+00 -4.0328e+00 -2.0909e+00 -3.4805e+00
78 +1.191268329e+01 +1.191268329e+01 -1.359873167e+02 -1.359873167e+02 -2.0840e+00 +1.1061e+00 +6.3562e-01 -2.5948e-01 -2.5905e+00
152 +2.475135303e+00 +2.475135303e+00 -1.454248647e+02 -1.454248647e+02 -1.7977e+00 +1.8645e-01 +1.1158e+00 -1.5550e+00 -2.8197e+00
734 +1.456305152e+00 +1.456305152e+00 -1.464436948e+02 -1.464436948e+02 -1.8115e+00 +1.7673e-01 +1.0901e+00 -1.8641e+00 -2.8196e+00
% function evaluation | noise-free fitness - Fopt (-1.621700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.244856776e+01 +8.244856776e+01 -7.972143224e+01 -7.972143224e+01 +3.1132e+00 -1.6641e+00 -2.4125e+00 +3.3112e+00 +1.0005e+00
3 +5.790038034e+01 +5.790038034e+01 -1.042696197e+02 -1.042696197e+02 -3.0706e-01 -2.4920e-01 -2.4036e+00 -3.4049e+00 +2.9324e-01
