% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.273521201e+00 +8.273521201e+00 +1.108835212e+02 +1.108835212e+02 -1.1021e+00 -1.4713e-01
78 +4.797488389e+00 +4.797488389e+00 +1.074074884e+02 +1.074074884e+02 -1.4380e+00 +9.7347e-01
211 +3.047841265e+00 +3.047841265e+00 +1.056578413e+02 +1.056578413e+02 -1.8296e+00 +7.2395e-01
243 +7.971905470e-01 +7.971905470e-01 +1.034071905e+02 +1.034071905e+02 -1.1077e+00 +8.6955e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.559415859e+01 +4.559415859e+01 +1.388941586e+02 +1.388941586e+02 -2.2257e-01 -1.1841e+00
2 +2.014704760e+01 +2.014704760e+01 +1.134470476e+02 +1.134470476e+02 -8.8690e-01 -1.0812e+00
11 +1.433800187e+01 +1.433800187e+01 +1.076380019e+02 +1.076380019e+02 -4.2657e+00 +2.5190e+00
15 +8.901075537e+00 +8.901075537e+00 +1.022010755e+02 +1.022010755e+02 -3.1270e-01 +2.1009e+00
26 +5.188687969e+00 +5.188687969e+00 +9.848868797e+01 +9.848868797e+01 +1.7689e+00 -2.1798e+00
122 +2.158309896e+00 +2.158309896e+00 +9.545830990e+01 +9.545830990e+01 +1.7335e+00 -1.5778e+00
356 +1.553246493e+00 +1.553246493e+00 +9.485324649e+01 +9.485324649e+01 +1.7331e+00 -1.5684e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.515574818e+01 +3.515574818e+01 +4.879574818e+01 +4.879574818e+01 -4.8336e+00 -3.5171e-01
7 +1.783002254e+01 +1.783002254e+01 +3.147002254e+01 +3.147002254e+01 -1.8224e+00 -2.1959e+00
29 +1.090623509e+01 +1.090623509e+01 +2.454623509e+01 +2.454623509e+01 -6.7449e-01 -2.2603e+00
45 +9.204234275e+00 +9.204234275e+00 +2.284423428e+01 +2.284423428e+01 -7.1359e-01 -1.8750e+00
72 +1.859363797e+00 +1.859363797e+00 +1.549936380e+01 +1.549936380e+01 +1.5346e+00 +1.1822e+00
85 +2.009848048e-01 +2.009848048e-01 +1.384098480e+01 +1.384098480e+01 +1.0388e+00 +1.1822e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.633423135e+01 +3.633423135e+01 +2.311342313e+02 +2.311342313e+02 -3.6110e+00 -4.8218e-03
8 +8.615967297e+00 +8.615967297e+00 +2.034159673e+02 +2.034159673e+02 +4.2818e-01 -1.5524e+00
14 +5.434800801e+00 +5.434800801e+00 +2.002348008e+02 +2.002348008e+02 +2.8560e+00 -1.2207e+00
247 +3.776689837e+00 +3.776689837e+00 +1.985766898e+02 +1.985766898e+02 +2.5196e+00 -1.6714e+00
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.136836336e+01 +4.136836336e+01 -9.222163664e+01 -9.222163664e+01 +9.0386e-01 -4.6302e-01
2 +3.788516092e+01 +3.788516092e+01 -9.570483908e+01 -9.570483908e+01 -1.9586e+00 -1.2451e+00
5 +1.202996396e+01 +1.202996396e+01 -1.215600360e+02 -1.215600360e+02 -3.6681e+00 +3.7563e-01
24 +8.252211649e+00 +8.252211649e+00 -1.253377884e+02 -1.253377884e+02 -3.9897e+00 +2.6576e+00
45 +3.473171405e+00 +3.473171405e+00 -1.301168286e+02 -1.301168286e+02 -3.8176e+00 +1.6708e+00
% function evaluation | noise-free fitness - Fopt (-3.068400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.529538019e+01 +1.529538019e+01 -2.915446198e+02 -2.915446198e+02 -4.9941e+00 -3.2334e+00
7 +7.832382653e+00 +7.832382653e+00 -2.990076173e+02 -2.990076173e+02 -4.2495e+00 -3.5803e+00
87 +5.195902421e+00 +5.195902421e+00 -3.016440976e+02 -3.016440976e+02 -4.2269e+00 -3.8819e+00
214 +3.492538964e+00 +3.492538964e+00 -3.033474610e+02 -3.033474610e+02 -3.7548e+00 -3.0533e+00
233 +2.085546445e+00 +2.085546445e+00 -3.047544536e+02 -3.047544536e+02 -2.6019e+00 -3.0492e+00
% function evaluation | noise-free fitness - Fopt (1.717600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
