% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.268086228e+01 +7.268086228e+01 +1.752908623e+02 +1.752908623e+02 +1.0066e+00 -2.9546e+00 -8.4302e-01
2 +3.615791119e+01 +3.615791119e+01 +1.387679112e+02 +1.387679112e+02 -1.8825e+00 +4.1528e+00 -2.2533e+00
81 +2.091882253e+01 +2.091882253e+01 +1.235288225e+02 +1.235288225e+02 +2.4412e-01 +1.5778e+00 -8.3757e-01
113 +1.579136050e+01 +1.579136050e+01 +1.184013605e+02 +1.184013605e+02 -2.0037e-01 +2.8726e+00 -1.0636e+00
299 +9.831754947e+00 +9.831754947e+00 +1.124417549e+02 +1.124417549e+02 -5.7828e-01 +2.9263e+00 -7.2469e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.049392296e+01 +6.049392296e+01 +1.537939230e+02 +1.537939230e+02 -3.2429e+00 +1.5787e+00 +3.8035e-01
2 +3.738234659e+01 +3.738234659e+01 +1.306823466e+02 +1.306823466e+02 -1.3365e-01 +2.5651e+00 +5.3651e-01
16 +2.335874649e+01 +2.335874649e+01 +1.166587465e+02 +1.166587465e+02 +3.1892e+00 +3.1929e+00 -2.5765e+00
89 +1.540443544e+01 +1.540443544e+01 +1.087044354e+02 +1.087044354e+02 +2.6748e+00 +1.8041e+00 -2.6394e+00
129 +4.830301974e+00 +4.830301974e+00 +9.813030197e+01 +9.813030197e+01 +2.6748e+00 +2.4536e+00 -2.6394e+00
285 +3.920260768e+00 +3.920260768e+00 +9.722026077e+01 +9.722026077e+01 +2.6753e+00 +2.4410e+00 -2.6557e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.756952835e+01 +4.756952835e+01 +6.120952835e+01 +6.120952835e+01 -3.4264e+00 -2.4625e+00 +3.0337e+00
5 +3.303602069e+01 +3.303602069e+01 +4.667602069e+01 +4.667602069e+01 -3.6240e+00 -3.5086e-01 -2.3798e+00
56 +2.239923918e+01 +2.239923918e+01 +3.603923918e+01 +3.603923918e+01 -8.0593e-01 +1.7978e-01 -1.3235e+00
59 +6.983166753e+00 +6.983166753e+00 +2.062316675e+01 +2.062316675e+01 -2.3759e+00 -1.7804e+00 -1.7013e+00
187 +5.297818613e+00 +5.297818613e+00 +1.893781861e+01 +1.893781861e+01 -2.3665e+00 -1.8124e+00 -1.2886e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.394984470e+01 +3.394984470e+01 +2.287498447e+02 +2.287498447e+02 -4.8684e+00 +2.8949e+00 +4.7664e-01
12 +2.353126414e+01 +2.353126414e+01 +2.183312641e+02 +2.183312641e+02 -9.4512e-01 +3.4990e+00 +3.6630e+00
93 +1.571193826e+01 +1.571193826e+01 +2.105119383e+02 +2.105119383e+02 -2.2554e+00 +1.9542e+00 +3.1893e+00
98 +8.507333912e+00 +8.507333912e+00 +2.033073339e+02 +2.033073339e+02 -7.8953e-01 +1.8775e+00 +3.4882e+00
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.856101381e+01 +4.856101381e+01 -8.502898619e+01 -8.502898619e+01 -1.1557e+00 -2.6070e+00 -9.5703e-01
27 +3.422508149e+01 +3.422508149e+01 -9.936491851e+01 -9.936491851e+01 +1.0336e+00 +9.3894e-01 -3.7516e+00
