% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (3.972000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.286821225e+01 +2.286821225e+01 +6.258821225e+01 +6.258821225e+01 +1.6265e+00 +1.1338e+00 -1.8986e+00 +2.7527e+00 -2.5826e+00 -1.1216e+00 +3.0456e+00 +6.7317e-01 -4.3364e+00 -3.0070e+00 -4.1182e+00 -2.7129e+00 -3.5447e+00 +1.8662e+00 +7.2195e-02 +4.1469e+00 +4.8110e+00 +2.8727e+00 +3.6794e+00 -1.4885e+00
14 +1.498613876e+01 +1.498613876e+01 +5.470613876e+01 +5.470613876e+01 +5.8745e-01 -5.6543e-01 -2.5701e+00 +1.8136e+00 -2.2238e+00 -4.1126e+00 +2.0658e+00 -2.0125e+00 +2.0420e+00 -2.8717e+00 -2.4599e+00 -1.0253e+00 +4.8593e-01 +3.4696e+00 +4.6902e+00 +2.3525e+00 +5.0307e-01 +3.8576e+00 -4.1838e+00 -4.8452e-01
102 +9.593889693e+00 +9.593889693e+00 +4.931388969e+01 +4.931388969e+01 +9.9777e-01 -2.1053e-02 -2.6879e+00 +1.7832e+00 -2.2792e+00 -2.9246e+00 +1.7663e+00 -7.9090e-01 +2.0063e+00 +3.4076e+00 -2.3993e+00 +5.6431e-01 +1.6031e+00 -1.7830e+00 +9.2359e-01 +2.2443e+00 -6.6328e-01 +4.3130e+00 -3.8861e+00 -7.3296e-01
% function evaluation | noise-free fitness - Fopt (-1.213300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.846853815e+01 +1.846853815e+01 -1.028614619e+02 -1.028614619e+02 +9.4874e-01 -3.7338e+00 -4.4609e+00 +1.9665e+00 +1.0287e+00 -1.1646e+00 -4.9521e+00 +3.9088e+00 +1.8388e+00 +4.2459e+00 +3.2193e+00 -4.9543e+00 +4.5751e+00 -3.2401e+00 -4.9658e+00 +1.9786e+00 -4.0170e+00 -3.3956e-02 -6.7346e-01 +1.2214e-01
16 +1.528851297e+01 +1.528851297e+01 -1.060414870e+02 -1.060414870e+02 +1.5841e+00 -4.0111e+00 -1.9444e+00 +2.2145e+00 -2.6025e+00 -4.4500e+00 -4.2875e+00 -4.7207e+00 +4.7048e+00 -4.6226e+00 -4.4491e+00 +1.7341e+00 +4.3350e+00 -1.8530e+00 -2.0449e+00 +6.5215e-01 -3.1589e+00 -5.9416e-02 +1.0931e+00 -4.3727e+00
51 +7.648530707e+00 +7.648530707e+00 -1.136814693e+02 -1.136814693e+02 +3.0205e+00 -3.0528e-01 -2.3954e+00 +3.2597e+00 +1.3033e+00 +1.7190e-01 +1.3731e+00 +4.8295e-01 +5.7548e-02 -1.5811e-01 +4.3054e+00 +1.8951e+00 -1.6246e+00 +2.2065e+00 -2.0964e+00 -4.4456e-01 -2.8603e+00 -4.6450e+00 +3.2573e+00 -1.8247e+00
164 +6.224975806e+00 +6.224975806e+00 -1.151050242e+02 -1.151050242e+02 +2.9862e+00 -5.2443e-01 -2.2581e+00 +1.1728e+00 -3.9893e-01 +1.0086e+00 +1.1283e+00 +1.3500e+00 +9.3971e-01 -5.2764e-02 +4.1792e+00 +1.2874e+00 -1.3401e+00 +2.2865e+00 -1.8294e+00 -1.3825e+00 -2.2704e+00 -3.8576e+00 +2.8581e+00 -2.4830e+00
1007 +3.967026032e+00 +3.967026032e+00 -1.173629740e+02 -1.173629740e+02 +2.9509e+00 -3.3098e-01 -2.3667e+00 +2.0072e+00 -3.3943e-02 +9.0166e-01 +1.6260e+00 +1.3178e+00 +4.4990e-01 -2.6288e-01 +4.2892e+00 +7.8511e-01 -1.2168e+00 +2.0584e+00 -1.8330e+00 -1.6815e+00 -2.5139e+00 -3.4333e+00 +2.7599e+00 -2.2932e+00
