% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.607196031e+02 +1.607196031e+02 +1.083696031e+02 +1.083696031e+02 -1.3787e+00 +4.2507e+00
2 +1.090384139e+00 +1.090384139e+00 -5.125961586e+01 -5.125961586e+01 +1.3767e-01 -8.0171e-01
42 +7.640949996e-01 +7.640949996e-01 -5.158590500e+01 -5.158590500e+01 -4.7652e-02 -1.3693e+00
51 +4.295191323e-01 +4.295191323e-01 -5.192048087e+01 -5.192048087e+01 -6.5904e-01 -1.9686e+00
89 +1.705581823e-01 +1.705581823e-01 -5.217944182e+01 -5.217944182e+01 -7.2078e-01 -1.7783e+00
121 +2.179797141e-02 +2.179797141e-02 -5.232820203e+01 -5.232820203e+01 -8.0710e-01 -1.5114e+00
244 +1.145607106e-02 +1.145607106e-02 -5.233854393e+01 -5.233854393e+01 -8.1036e-01 -1.4496e+00
374 +9.935066690e-03 +9.935066690e-03 -5.234006493e+01 -5.234006493e+01 -8.1358e-01 -1.4442e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.162558552e+00 +6.162558552e+00 -1.733774414e+02 -1.733774414e+02 -2.1589e+00 +3.9035e+00
3 +3.091325469e+00 +3.091325469e+00 -1.764486745e+02 -1.764486745e+02 +3.6493e+00 -6.9410e-01
7 +2.358591191e+00 +2.358591191e+00 -1.771814088e+02 -1.771814088e+02 +3.3219e-01 +2.1812e+00
35 +1.419771367e+00 +1.419771367e+00 -1.781202286e+02 -1.781202286e+02 -2.4322e-01 +1.5900e+00
42 +8.732734593e-01 +8.732734593e-01 -1.786667265e+02 -1.786667265e+02 -2.1375e-01 +1.5251e-01
49 +5.632580968e-01 +5.632580968e-01 -1.789767419e+02 -1.789767419e+02 +1.0180e+00 -2.2312e-01
93 +9.270902478e-02 +9.270902478e-02 -1.794472910e+02 -1.794472910e+02 +1.0180e+00 +9.0290e-01
139 +7.814726549e-03 +7.814726549e-03 -1.795321853e+02 -1.795321853e+02 +8.5401e-01 +6.1374e-01
244 +3.316633553e-03 +3.316633553e-03 -1.795366834e+02 -1.795366834e+02 +8.3657e-01 +6.0357e-01
260 +1.977933758e-03 +1.977933758e-03 -1.795380221e+02 -1.795380221e+02 +8.3862e-01 +6.0429e-01
