% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.266191779e+03 +5.266191779e+03 +5.359131779e+03 +5.359131779e+03
4 +3.723799561e+03 +3.723799561e+03 +3.816739561e+03 +3.816739561e+03
6 +1.851320844e+03 +1.851320844e+03 +1.944260844e+03 +1.944260844e+03
55 +1.189291202e+03 +1.189291202e+03 +1.282231202e+03 +1.282231202e+03
95 +9.197050522e+02 +9.197050522e+02 +1.012645052e+03 +1.012645052e+03
283 +6.263125726e+02 +6.263125726e+02 +7.192525726e+02 +7.192525726e+02
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.869792853e+03 +4.869792853e+03 +4.905142853e+03 +4.905142853e+03
4 +3.895385004e+03 +3.895385004e+03 +3.930735004e+03 +3.930735004e+03
52 +2.207153242e+03 +2.207153242e+03 +2.242503242e+03 +2.242503242e+03
158 +1.584453457e+03 +1.584453457e+03 +1.619803457e+03 +1.619803457e+03
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.131324300e+03 +4.131324300e+03 +4.135144300e+03 +4.135144300e+03
2 +3.581704460e+03 +3.581704460e+03 +3.585524460e+03 +3.585524460e+03
19 +2.168320638e+03 +2.168320638e+03 +2.172140638e+03 +2.172140638e+03
47 +7.074617161e+02 +7.074617161e+02 +7.112817161e+02 +7.112817161e+02
170 +5.875525685e+02 +5.875525685e+02 +5.913725685e+02 +5.913725685e+02
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.857070873e+03 +5.857070873e+03 +5.878820873e+03 +5.878820873e+03
5 +3.693415852e+03 +3.693415852e+03 +3.715165852e+03 +3.715165852e+03
22 +2.078083778e+03 +2.078083778e+03 +2.099833778e+03 +2.099833778e+03
48 +1.428057878e+03 +1.428057878e+03 +1.449807878e+03 +1.449807878e+03
123 +9.593930735e+02 +9.593930735e+02 +9.811430735e+02 +9.811430735e+02
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.590358145e+03 +4.590358145e+03 +4.655148145e+03 +4.655148145e+03
2 +3.691711456e+03 +3.691711456e+03 +3.756501456e+03 +3.756501456e+03
42 +2.316928613e+03 +2.316928613e+03 +2.381718613e+03 +2.381718613e+03
56 +1.554234848e+03 +1.554234848e+03 +1.619024848e+03 +1.619024848e+03
112 +8.947103127e+02 +8.947103127e+02 +9.595003127e+02 +9.595003127e+02
253 +6.274755765e+02 +6.274755765e+02 +6.922655765e+02 +6.922655765e+02
% function evaluation | noise-free fitness - Fopt (1.465000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.838567712e+03 +1.838567712e+03 +1.853217712e+03 +1.853217712e+03
44 +1.579175088e+03 +1.579175088e+03 +1.593825088e+03 +1.593825088e+03
141 +8.301432053e+02 +8.301432053e+02 +8.447932053e+02 +8.447932053e+02
% function evaluation | noise-free fitness - Fopt (-4.268100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.794136201e+03 +7.794136201e+03 +7.367326201e+03 +7.367326201e+03
2 +5.124343958e+03 +5.124343958e+03 +4.697533958e+03 +4.697533958e+03
4 +3.826619856e+03 +3.826619856e+03 +3.399809856e+03 +3.399809856e+03
35 +2.299518053e+03 +2.299518053e+03 +1.872708053e+03 +1.872708053e+03
52 +1.219481357e+03 +1.219481357e+03 +7.926713569e+02 +7.926713569e+02
129 +7.906670351e+02 +7.906670351e+02 +3.638570351e+02 +3.638570351e+02
228 +6.297243541e+02 +6.297243541e+02 +2.029143541e+02 +2.029143541e+02
% function evaluation | noise-free fitness - Fopt (1.021000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.928725404e+03 +3.928725404e+03 +3.938935404e+03 +3.938935404e+03
27 +2.168846077e+03 +2.168846077e+03 +2.179056077e+03 +2.179056077e+03
93 +1.518315732e+03 +1.518315732e+03 +1.528525732e+03 +1.528525732e+03
% function evaluation | noise-free fitness - Fopt (3.906000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.000146036e+03 +5.000146036e+03 +5.039206036e+03 +5.039206036e+03
2 +3.646904653e+03 +3.646904653e+03 +3.685964653e+03 +3.685964653e+03
26 +2.431942414e+03 +2.431942414e+03 +2.471002414e+03 +2.471002414e+03
84 +1.366587710e+03 +1.366587710e+03 +1.405647710e+03 +1.405647710e+03
% function evaluation | noise-free fitness - Fopt (-1.771000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.046607190e+03 +4.046607190e+03 +4.028897190e+03 +4.028897190e+03
2 +2.408419518e+03 +2.408419518e+03 +2.390709518e+03 +2.390709518e+03
49 +1.418899369e+03 +1.418899369e+03 +1.401189369e+03 +1.401189369e+03
187 +9.785940322e+02 +9.785940322e+02 +9.608840322e+02 +9.608840322e+02
% function evaluation | noise-free fitness - Fopt (2.632000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.431392966e+03 +2.431392966e+03 +2.694592966e+03 +2.694592966e+03
41 +1.360320239e+03 +1.360320239e+03 +1.623520239e+03 +1.623520239e+03
164 +9.931236503e+02 +9.931236503e+02 +1.256323650e+03 +1.256323650e+03
% function evaluation | noise-free fitness - Fopt (1.414000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.172953419e+03 +2.172953419e+03 +2.187093419e+03 +2.187093419e+03
59 +1.069920597e+03 +1.069920597e+03 +1.084060597e+03 +1.084060597e+03
112 +9.620910186e+02 +9.620910186e+02 +9.762310186e+02 +9.762310186e+02
% function evaluation | noise-free fitness - Fopt (4.242000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.547138703e+03 +4.547138703e+03 +4.589558703e+03 +4.589558703e+03
5 +3.538581948e+03 +3.538581948e+03 +3.581001948e+03 +3.581001948e+03
13 +2.409775786e+03 +2.409775786e+03 +2.452195786e+03 +2.452195786e+03
61 +1.484868854e+03 +1.484868854e+03 +1.527288854e+03 +1.527288854e+03
306 +9.872585998e+02 +9.872585998e+02 +1.029678600e+03 +1.029678600e+03
% function evaluation | noise-free fitness - Fopt (2.350000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.430293737e+03 +3.430293737e+03 +3.432643737e+03 +3.432643737e+03
28 +2.182876102e+03 +2.182876102e+03 +2.185226102e+03 +2.185226102e+03
56 +1.349928738e+03 +1.349928738e+03 +1.352278738e+03 +1.352278738e+03
87 +9.678833168e+02 +9.678833168e+02 +9.702333168e+02 +9.702333168e+02
% function evaluation | noise-free fitness - Fopt (-1.223600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.248995494e+03 +3.248995494e+03 +3.126635494e+03 +3.126635494e+03
23 +2.126098081e+03 +2.126098081e+03 +2.003738081e+03 +2.003738081e+03
41 +1.418999518e+03 +1.418999518e+03 +1.296639518e+03 +1.296639518e+03
84 +9.511195247e+02 +9.511195247e+02 +8.287595247e+02 +8.287595247e+02
