% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.597687554e+02 +3.597687554e+02 +5.089187554e+02 +5.089187554e+02 -5.9608e-01 +7.3598e-01
4 +2.227222798e+01 +2.227222798e+01 +1.714222280e+02 +1.714222280e+02 -3.0066e+00 +2.8054e+00
12 +9.440687551e+00 +9.440687551e+00 +1.585906876e+02 +1.585906876e+02 +4.9468e-01 +1.3336e+00
37 +2.945491887e+00 +2.945491887e+00 +1.520954919e+02 +1.520954919e+02 +1.0585e+00 +3.2276e+00
52 +9.466757972e-01 +9.466757972e-01 +1.500966758e+02 +1.500966758e+02 +9.1014e-01 +2.5039e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.552437116e+03 +2.552437116e+03 +1.552437116e+03 +1.552437116e+03 -3.9975e+00 -4.8520e+00
2 +6.304773836e+00 +6.304773836e+00 -9.936952262e+02 -9.936952262e+02 -4.6946e+00 +1.0632e+00
108 +3.803128622e+00 +3.803128622e+00 -9.961968714e+02 -9.961968714e+02 -3.1230e+00 +8.9566e-01
151 +1.373227525e+00 +1.373227525e+00 -9.986267725e+02 -9.986267725e+02 -2.9671e+00 +8.3629e-01
191 +3.709477540e-01 +3.709477540e-01 -9.996290522e+02 -9.996290522e+02 -2.9671e+00 +1.0126e+00
199 +8.013439623e-02 +8.013439623e-02 -9.999198656e+02 -9.999198656e+02 -3.0642e+00 +8.0963e-01
281 +4.949352026e-02 +4.949352026e-02 -9.999505065e+02 -9.999505065e+02 -3.0664e+00 +7.8351e-01
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.450621287e+03 +4.450621287e+03 +4.549241287e+03 +4.549241287e+03 -4.1851e+00 -3.1466e+00
2 +1.521671106e+03 +1.521671106e+03 +1.620291106e+03 +1.620291106e+03 +1.2533e+00 +3.3114e+00
10 +2.967888849e+02 +2.967888849e+02 +3.954088849e+02 +3.954088849e+02 -3.6445e+00 +2.9344e+00
13 +2.476716575e+01 +2.476716575e+01 +1.233871657e+02 +1.233871657e+02 -4.6465e-01 +1.4578e-01
27 +6.248402459e+00 +6.248402459e+00 +1.048684025e+02 +1.048684025e+02 -2.5325e+00 -1.4382e+00
82 +2.035789512e+00 +2.035789512e+00 +1.006557895e+02 +1.006557895e+02 -8.4131e-01 -1.3614e+00
133 +8.326738044e-01 +8.326738044e-01 +9.945267380e+01 +9.945267380e+01 -8.6599e-01 -1.3567e+00
144 +6.963945777e-02 +6.963945777e-02 +9.868963946e+01 +9.868963946e+01 -9.0471e-01 -1.3614e+00
151 +1.125685617e-02 +1.125685617e-02 +9.863125686e+01 +9.863125686e+01 -7.4372e-01 -1.0124e+00
202 +2.065604610e-03 +2.065604610e-03 +9.862206560e+01 +9.862206560e+01 -7.8935e-01 -1.1116e+00
253 +5.496111963e-04 +5.496111963e-04 +9.862054961e+01 +9.862054961e+01 -7.8722e-01 -1.1100e+00
293 +3.829504211e-04 +3.829504211e-04 +9.862038295e+01 +9.862038295e+01 -7.8722e-01 -1.1107e+00
368 +6.315119400e-05 +6.315119400e-05 +9.862006315e+01 +9.862006315e+01 -7.9793e-01 -1.1329e+00
482 +5.617651912e-05 +5.617651912e-05 +9.862005618e+01 +9.862005618e+01 -7.9778e-01 -1.1328e+00
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.084779660e+05 +1.084779660e+05 +1.084308160e+05 +1.084308160e+05 +4.8392e+00 +3.3334e+00
2 +5.995029929e+01 +5.995029929e+01 +1.280029929e+01 +1.280029929e+01 -3.6473e+00 +4.2659e+00
9 +3.334354956e+01 +3.334354956e+01 -1.380645044e+01 -1.380645044e+01 +9.3302e-01 +3.8864e+00
23 +2.461276459e+01 +2.461276459e+01 -2.253723541e+01 -2.253723541e+01 -9.7358e-01 -2.1655e+00
53 +4.079990144e+00 +4.079990144e+00 -4.307000986e+01 -4.307000986e+01 -1.3911e+00 -1.6254e+00
92 +1.743779333e+00 +1.743779333e+00 -4.540622067e+01 -4.540622067e+01 -1.3924e+00 -1.8757e+00
121 +8.007104403e-01 +8.007104403e-01 -4.634928956e+01 -4.634928956e+01 -6.2241e-01 -1.3841e+00
148 +5.193915741e-01 +5.193915741e-01 -4.663060843e+01 -4.663060843e+01 -1.0513e+00 -1.7237e+00
198 +1.635856587e-01 +1.635856587e-01 -4.698641434e+01 -4.698641434e+01 -5.7515e-01 -1.1981e+00
242 +1.521295888e-01 +1.521295888e-01 -4.699787041e+01 -4.699787041e+01 -7.1192e-01 -1.4264e+00
260 +7.194034856e-02 +7.194034856e-02 -4.707805965e+01 -4.707805965e+01 -5.8655e-01 -1.2394e+00
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.091807197e+03 +1.091807197e+03 +1.129327197e+03 +1.129327197e+03 +3.9035e+00 -4.4548e-01
2 +2.075481583e+02 +2.075481583e+02 +2.450681583e+02 +2.450681583e+02 +3.5468e+00 -1.7559e-01
